Price_Clean,RAM_GB,Storage_GB,Battery_mAh,Main_Camera_MP,Brand_Encoded
820.0,8.0,128,5000.0,48.0,31
130.0,4.0,128,5000.0,16.0,31
50.0,2.0,16,2050.0,5.0,31
160.0,3.0,64,3200.0,16.0,31
90.0,3.0,32,3200.0,16.0,31
90.0,3.0,32,4000.0,16.0,31
60.0,1.0,8,1600.0,2.0,31
880.0,8.0,128,4500.0,64.0,31
490.0,6.0,128,4000.0,64.0,31
280.0,6.0,128,4000.0,48.0,31
310.0,6.0,128,5100.0,48.0,31
50.0,2.0,32,2660.0,8.0,31
50.0,2.0,32,2650.0,8.0,31
250.0,6.0,128,4000.0,48.0,31
600.0,8.0,256,5100.0,48.0,31
20.0,2.0,32,2660.0,8.0,31
540.0,8.0,128,4500.0,64.0,31
140.0,2.0,32,2650.0,8.0,31
80.0,1.0,16,2000.0,5.0,31
370.0,6.0,128,4220.0,64.0,31
720.0,6.0,128,4220.0,64.0,31
440.0,12.0,256,4220.0,64.0,31
120.0,2.0,32,3200.0,13.0,31
50.0,2.0,32,2660.0,8.0,31
220.0,6.0,128,4000.0,16.0,31
120.0,3.0,64,4000.0,16.0,31
180.0,6.0,128,4000.0,48.0,31
70.0,1.0,8,1600.0,2.0,31
350.0,8.0,128,4000.0,64.0,31
320.0,6.0,128,4000.0,48.0,31
40.0,1.0,8,1600.0,2.0,31
520.0,8.0,128,5050.0,64.0,31
960.0,12.0,128,5050.0,64.0,31
220.0,6.0,128,6000.0,48.0,31
290.0,8.0,128,4000.0,64.0,31
390.0,8.0,256,4200.0,64.0,31
400.0,6.0,128,4200.0,64.0,31
550.0,8.0,128,4600.0,64.0,31
160.0,1.0,4,3240.0,2.0,32
140.0,1.0,4,2500.0,8.0,32
290.0,2.0,16,2500.0,1.0,32
90.0,4.0,4,1000.0,2.0,32
160.0,1.0,4,1700.0,8.0,32
200.0,1.0,4,2000.0,8.0,32
200.0,1.0,8,2000.0,8.0,32
280.0,1.0,8,2150.0,8.0,32
70.0,4.0,4,1700.0,5.0,32
120.0,1.0,4,2000.0,5.0,32
140.0,1.0,4,3000.0,5.0,32
280.0,1.0,8,3400.0,8.0,32
190.0,1.0,4,3240.0,3.0,32
40.0,4.0,4,1300.0,15.0,32
100.0,4.0,4,1800.0,5.0,32
80.0,4.0,4,1300.0,2.0,32
460.0,2.0,16,3100.0,1.0,32
280.0,2.0,8,4060.0,5.0,32
250.0,1.0,8,4100.0,5.0,32
60.0,4.0,4,1400.0,5.0,32
90.0,1.0,4,2000.0,5.0,32
130.0,1.0,8,2000.0,5.0,32
180.0,1.0,8,2000.0,5.0,32
120.0,1.0,4,2000.0,5.0,32
80.0,4.0,4,1300.0,2.0,32
